miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49
hsa-miR-339-3p	10.578868	8.34677	2.872	9.491479	11.949482	6.554267	6.427981	13.320629	4.411958	11.20203	5.62288	15.718623	10.628188	8.025833	7.977882	2.301068	5.59154	8.69938	6.230643	7.299931	15.782837	14.751991	10.609161	6.475729	13.077423	6.150768	6.867932	19.834376	9.555053	3.080068	3.246986	5.580129	20.23307	6.567263	3.362952	1.584249	2.609387	5.823584	4.749562	2.700698	6.118008	4.950672	5.51982	4.41672	12.820643	7.275206	7.549875	5.220571	10.759728	7.173013	6.030981	3.323986	5.15383	6.704251	6.151215	5.409173	9.75716	6.299242	4.170739	12.09502	4.807866	4.80982	14.475645	1.499766	2.047492	5.769131	7.144852	5.934994	6.336555	6.813077	4.817475	5.935577	5.579298	5.717363	2.644337	5.660347	5.962969	3.763537	4.334758	2.760416	3.032704	5.173488	4.898354	3.71592	6.861642	4.827028	4.620143	2.574747	4.886719	7.537156	5.690476	2.949398	8.571637	7.660504	6.393872	2.997502	6.8368	4.443637
hsa-miR-339-5p	41.274931	16.971767	9.693001	21.49541	24.108605	14.565036	13.332111	26.974275	11.356706	42.40769	39.360159	96.713191	34.182553	36.544812	20.632453	7.725016	17.188809	15.010696	11.076699	23.820822	39.832875	19.487199	20.858691	16.747576	44.027325	7.944742	22.017786	27.985488	33.008362	10.84719	10.729168	18.208843	60.699211	102.178863	26.903616	19.803129	9.567746	36.014276	31.951602	16.59	3.337094	12.601713	34.093012	20.979422	13.911761	16.36921	39.21741	27.70919	50.277288	15.650214	8.443375	9.3564	14.992964	17.808164	18.850501	13.691975	17.64593	17.725776	11.678067	57.451346	37.43268	22.766474	24.238293	25.745958	6.624238	23.520301	27.46302	13.848321	12.277072	22.45792	12.099704	20.828471	18.871154	24.934055	11.551571	12.452767	21.756777	8.781584	28.436015	32.089824	26.34662	39.960746	73.475341	41.804107	53.749539	33.487506	28.38088	23.945134	19.54687	8.402072	28.11764	26.197608	18.325564	19.352849	42.315808	30.290547	33.982916	24.922996
hsa-miR-33a-3p	1.127256	1.112902	1.795	0.837483	3.98316	3.095071	3.571101	0.999047	2.287683	2.66715	9.13718	4.14797	2.872483	0.545445	1.375497	0.493086	2.485129	4.434979	1.661504	2.305241	8.830874	1.274863	1.618347	4.689321	5.957493	2.819102	3.02997	5.162372	3.040244	2.142655	7.341009	5.286438	6.253858	12.55506	5.380723	5.940939	0.869795	4.597567	2.266837	5.015581	3.52249	1.800245	4.221039	2.57642	2.455017	5.15327	0.908781	5.220572	5.673312	4.129917	3.819622	4.308869	5.310008	2.304586	2.579542	5.409175	2.283591	6.299243	2.224394	6.992433	8.242059	2.885892	3.029786	3.999373	2.529254	2.218896	2.902596	3.956663	6.732588	7.822422	1.792549	5.072219	2.953746	6.352626	2.922686	3.679227	3.062065	3.136281	5.02832	5.003253	8.719025	6.422263	7.83737	7.896331	5.432134	2.413513	3.960122	5.921915	2.44336	2.718318	5.523108	8.50121	3.546883	4.300633	3.022557	6.783821	9.450869	4.250434
hsa-miR-33a-5p	11.012429	13.076607	18.668002	15.912187	159.536075	30.040386	21.426607	22.312055	10.784787	164.829889	55.525938	18.338393	15.511411	8.025833	139.200285	6.903207	25.058385	15.351849	8.030607	24.205029	62.755568	37.153164	6.653203	34.388356	107.525476	22.93724	17.371832	152.425813	68.622644	12.588097	29.222867	54.626529	19.681259	176.350287	10.761446	52.082229	14.351621	49.653727	9.607071	15.432558	21.134938	30.1541	33.118926	30.180923	58.920399	70.93324	7.410063	33.732928	30.51851	88.901911	43.825139	81.991603	75.901873	53.005473	46.630185	68.628913	44.011024	83.355099	26.275653	7.370403	60.098341	42.647055	66.486988	36.994192	29.387525	20.857626	57.605361	69.524223	93.068127	65.355073	60.050377	70.363538	36.593629	45.738905	62.628991	52.07521	33.199231	56.662127	39.186216	42.613907	40.941511	8.741412	45.456745	27.63716	64.327904	54.002375	31.350973	27.807252	34.20702	47.817679	82.846616	66.101249	24.532609	53.489125	36.270694	43.384898	43.433786	44.436348
hsa-miR-33b-3p	0	1.112903	0.359	0.279161	2.30604	2.730945	0	1.665079	0.245109	1.867005	1.40572	1.091571	0.574497	0.389603	2.475895	0.657448	0.207094	1.705761	0.553835	0	2.630473	1.09274	1.977979	0.446602	0.581219	0.512564	0.201998	1.086816	0	0.267832	0.564693	2.643219	1.471496	0.38631	0	0.594094	1.73959	1.072765	0.323834	0	1.112365	0.450061	0	2.94448	0.54556	0.151567	0	2.007912	1.36942	1.956276	3.01549	1.600437	0.780883	1.257047	1.587411	1.690367	0.830397	0.73247	0.417074	2.267816	3.434191	0.320655	4.039715	0.749883	1.324847	1.997006	1.786213	1.837021	1.584138	2.271025	3.361029	3.237586	1.312776	0.794079	1.25258	2.830174	0.805806	1.672683	0.346781	0.517578	4.169969	6.06547	1.959342	2.78694	3.573773	1.810135	1.650051	1.802322	1.554865	2.965438	2.008403	0.86747	3.546883	1.612738	0.930017	1.262106	1.407576	0.772806
hsa-miR-33b-5p	4.422314	16.276203	3.949	9.491479	29.768886	13.472658	0.71422	7.659362	3.676632	77.880789	9.48861	1.5282	7.755705	0.701286	52.819081	3.615965	7.869574	11.940326	2.492257	2.305241	18.413311	19.305074	7.911918	7.145632	9.2995	2.050256	3.02997	36.680009	2.605924	2.946149	2.117599	17.915152	4.414488	24.916964	7.398494	11.287784	21.309981	5.51708	0.863556	3.472326	7.230373	9.751326	2.597562	36.437944	2.182238	10.761241	4.12447	16.0633	6.65147	55.645207	42.819975	26.468763	30.610632	20.112749	19.048925	27.045877	20.759916	58.890597	10.009772	1.511877	7.898639	32.065455	65.47706	8.748627	16.982136	51.700285	34.384593	37.16437	51.484498	21.448575	36.635212	31.404586	21.496706	10.640649	27.695931	29.999849	10.797808	25.926582	12.657494	19.150379	18.575316	8.206225	23.903979	15.328173	51.748224	17.497975	14.52045	15.963423	14.660153	33.855411	41.339625	14.400009	12.709665	20.024823	11.857727	30.290548	8.445459	13.910509
hsa-miR-340-3p	6.156555	5.425401	10.231501	9.770641	11.530202	7.828708	8.332568	16.983804	8.497105	67.212187	11.59719	10.260767	8.042954	6.54534	26.13444	6.738844	6.005728	3.923251	12.322829	4.226275	16.910184	10.016784	6.833021	10.271846	11.333767	13.711087	10.705896	20.921191	8.686411	4.553142	10.587995	8.517039	8.461102	10.816667	6.053314	4.752751	3.479181	6.89635	18.134694	9.645349	6.67419	12.751734	11.364337	8.09732	7.09227	13.034741	4.543906	19.075166	17.215567	21.736408	22.917734	14.650151	16.554728	12.36096	13.691415	16.227527	15.777537	18.311752	13.346363	6.992435	20.261726	15.712074	14.643968	17.247293	18.788746	11.094482	17.192299	10.739514	14.257246	21.196239	18.03752	16.29585	16.245603	15.405117	16.422715	22.924412	14.343358	20.281278	11.096981	13.457023	15.54261	7.314243	18.809686	18.115112	16.296403	11.162501	13.200408	16.993321	20.879611	12.355989	23.431367	14.053021	6.207045	15.052217	13.1365	17.511723	12.668185	17.001734
hsa-miR-340-5p	38.586857	44.794335	63.004507	66.161198	33.961687	22.393742	85.944503	93.24441	41.668492	168.830615	10.89433	12.007282	59.173161	33.661746	57.770869	53.253308	29.821549	28.656785	79.33686	41.110128	53.924694	34.603437	34.165097	60.737876	24.265884	59.969992	47.873536	76.077055	53.855747	8.972367	19.199565	9.104421	15.266771	10.623512	6.053313	11.287784	12.177132	24.520358	23.855758	20.448138	55.803654	38.255203	12.663119	16.194642	23.186268	23.34128	10.485938	28.311564	34.431139	46.515914	39.201385	49.736649	60.596557	44.834669	47.423889	37.18808	42.765428	51.272907	65.341568	15.874713	18.88805	61.886328	50.833089	35.994349	52.632575	32.839666	28.579404	45.077699	36.039147	55.766298	40.220308	30.864988	48.080418	28.745631	41.891836	59.716683	57.373428	68.161821	29.649748	26.568994	27.104796	16.412449	11.951989	15.560417	16.439354	12.067569	23.760737	15.705947	27.765439	43.245964	53.222675	24.115679	18.916711	39.915251	23.134192	29.028442	22.521222	31.298645
hsa-miR-342-3p	41.101505	37.421354	43.798004	70.906939	54.087131	98.496053	19.998165	15.318723	96.899671	98.68456	263.923921	328.999504	39.640273	247.008644	62.997758	28.105912	72.068742	10.916869	32.260886	48.025851	53.736804	164.63951	156.080551	39.077678	109.995655	30.113138	76.557257	47.548159	73.834491	65.752719	45.175444	71.073225	47.82362	135.787792	74.657533	74.261734	12.177133	32.489474	138.384984	35.494882	15.573113	27.453734	201.311119	125.876534	33.824673	111.401567	66.83038	151.798176	139.876498	61.731398	66.541838	42.473132	68.717743	97.002113	121.635334	88.744283	79.095283	71.049601	79.383054	512.337488	141.488665	84.652802	197.609425	113.732146	52.632574	121.37363	137.315102	85.492186	88.711748	147.869007	72.710249	90.652409	100.099165	94.654123	78.495005	67.075136	66.39846	88.652187	116.344916	118.525318	110.314626	139.505815	280.577841	126.341302	96.491858	137.871985	65.012015	71.577926	72.412264	83.526491	79.666647	59.855461	134.190419	185.06162	163.68313	56.952541	93.302209	133.309042
hsa-miR-342-5p	2.948208	2.643146	1.9745	5.862384	6.70848	11.287903	2.380733	2.33111	5.555799	10.935315	26.70868	15.281993	4.308724	10.830979	3.85139	2.958516	5.384445	0.341152	4.707598	2.305241	7.327748	11.109524	7.552285	2.23301	7.11993	2.178397	5.655944	3.53215	5.211848	3.615731	2.399947	5.87382	5.702047	6.374109	11.434035	2.574406	0	3.371549	7.987903	4.243954	1.853942	2.850387	10.39025	7.72926	3.818917	9.85184	2.586531	13.25222	11.346624	6.303557	12.464029	4.431982	3.904417	12.151452	13.889842	8.282799	6.020375	6.299242	9.592697	24.379026	12.019667	4.489166	16.663825	5.749098	6.142474	11.094482	12.50349	8.337253	13.465178	16.149515	9.859016	14.677062	11.814984	6.034994	5.984551	7.075435	8.702711	7.736157	6.762223	11.90429	5.875864	9.990185	12.931659	7.664085	5.718036	6.637161	4.620142	6.951814	5.330966	9.143433	6.52731	4.68434	8.276062	11.961138	9.416428	5.363952	8.244375	11.012489
hsa-miR-345-5p	8.150931	5.703626	7.7185	17.587154	25.366445	25.852938	24.283487	24.310149	8.415401	40.273969	141.274856	35.148586	9.766443	13.090679	47.041995	7.560654	12.425644	9.552262	18.138095	16.136686	29.874656	83.048249	19.779794	14.291264	20.778571	24.603073	7.473928	51.080308	13.029616	12.320266	23.575936	4.405365	32.556849	16.031845	40.355423	20.793284	24.354264	54.098039	8.203792	16.204185	7.97195	24.003264	18.182939	8.833441	63.83043	34.254087	17.336752	30.520267	35.99619	32.821978	25.732191	28.43853	36.389171	37.08288	45.241202	22.14381	27.610689	35.744541	24.051258	21.355269	21.978821	40.081818	49.991482	10.748313	17.343457	41.271473	34.60787	22.044267	30.890698	47.186868	25.543815	38.527275	19.691639	11.434726	30.479443	23.773466	23.851874	14.845059	21.327012	39.335912	22.745284	32.111313	37.42344	40.875127	26.302966	22.023314	35.971115	30.124524	12.883164	17.916185	25.941871	19.257843	16.256548	20.159217	15.461545	27.135283	26.341786	18.354145
hsa-miR-346	1.30068	0	0.359	0	0	0	0.952294	0	0	0.800145	8.08289	0.218314	0	0.155841	0.275099	0.657448	0.207094	0	0.138459	0	0.375782	3.27822	0	0	0	0	0	1.358519	0	0	0.141173	0	0.183937	0	0.67259	0.396063	0	1.37927	0.107945	0.771628	0	0	0	0.36806	0	0.606267	0.419437	0	0.391263	0	0	0	0	0.209508	0.198426	0.169037	0	0.292988	0	0	0.343419	0	0.168321	0.249961	0	0.22189	0	0.141309	0	0.252336	0	0	0.164097	0.158816	0	0.283017	0	0	0.693561	0	0.189544	0	0.195934	0.232245	0.285902	0	0	0	0.222124	0	0.167367	0.346988	0.886721	0	0	0.157763	0	0
hsa-miR-34a-3p	0.606984	0.139113	0.1795	1.116645	0.20964	0.182063	0.476146	1.332063	0.571921	0.53343	1.40572	0.873256	1.148993	0.233763	0.550198	0.164362	0.414188	0.170576	0.415377	0	0.187891	0.364247	0.719265	0.223301	1.017132	0.128141	0	0.815112	0.868642	1.205244	2.541119	0.881073	0.551811	0.965775	0.67259	2.970469	0.869796	0.613008	4.857508	1.157442	0.741576	0.300041	0.324695	0.36806	1.363898	0.606268	0.489343	1.80712	2.151945	0.217364	0	0.123111	0.312354	1.04754	0.198426	1.014221	0.207599	0.146494	0.139025	1.511879	0.343419	0.64131	0.504964	0.999844	0	0.665669	1.562936	0.141309	0	1.009344	0.336103	0.10792	0.656388	0.952895	0.139176	0.283017	0	0.83634	0.693561	0.690104	0	0.713584	0.97967	0.46449	0.714755	0	0	1.029899	1.332744	0.24712	0.167367	1.214458	1.182295	0.806369	1.511277	1.419869	0.603247	0.386404
hsa-miR-34a-5p	722.744843	73.312469	81.493009	705.44029	123.687626	200.269236	92.372483	367.316369	140.692438	168.563898	302.229789	345.809697	333.20809	131.608077	650.059832	79.551238	268.39394	151.812728	102.45947	283.16041	176.053795	102.899694	442.527922	380.058325	323.448258	102.89723	167.860372	370.603938	356.142837	334.92372	640.361943	392.371198	270.755267	632.581812	324.861159	715.487059	370.532731	474.162436	1271.047714	625.790197	571.384924	689.64379	288.654168	404.129927	180.852891	247.053811	185.531208	371.664581	651.061531	156.067412	67.144935	71.773434	173.824663	276.550298	82.148496	171.234211	124.559496	73.686494	117.892872	279.508353	201.587007	127.299856	270.997598	286.205068	108.998811	119.598515	229.081779	222.562305	145.740729	225.84089	92.764389	64.643804	157.697208	174.538392	103.964126	203.489548	106.366469	202.812782	209.282138	52.447886	91.739311	118.990257	373.646607	101.955571	153.529266	112.228398	58.411812	167.615935	357.174594	136.904365	198.999248	135.845873	340.205225	357.08694	474.309068	211.402781	172.126487	204.213999
hsa-miR-34b-3p	0.43356	0	0	0.558322	0.20964	0	0	0	0	0	0.35143	0.436628	0.287248	0.93505	0.550199	0.164362	0	0.170576	0.276917	0.384207	0.375782	0.364246	0.359632	0.223301	1.453046	0.128141	0	0	0.868641	0.401748	0.141173	0	0	0.193155	0	0	0	0	9.822961	0	0	0	1.948172	0	0	0	0	0.401582	0.195631	0	0	0	0	0	0	0	0	0	0	0.566955	0.343419	0	0	0	0	0	0	0.141309	0	0	0	0	0	0.158816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222124	0.12356	0	0	0.295574	0.134395	0	0	0	0.193202
hsa-miR-34b-5p	0	0	0	0	0	0.364126	0.238073	0	0	0	0	0.654942	0.287248	0.389604	0.275099	0	0	0	0	0	0.187891	0	0.179816	0	0.435915	0	0.605994	0	0	0.267832	0.282346	0.293691	0	0.579464	0	0.198031	0	0	10.146793	0	0	0	0.64939	0	0	0.151567	0.349531	0.803165	0.195631	0	0	0	0	0	0	0	0	0	0	0.188985	0	0	0	0.249961	0	0	0.223277	0.141309	0	0	0	0	0	0.158816	0	0.283017	0	0	0	0	0	0	0.783737	0	0.142951	0	0	0	0	0	0	0	0.295574	0.403185	0.116252	0.157763	0	0
hsa-miR-34c-3p	0.693696	0.139113	0.1795	0.279161	0.62892	0.182063	1.190367	0.333016	0.653624	0	1.40572	3.493028	4.595973	2.493462	1.925695	1.972345	0.414188	0.511728	0.692293	0	1.127346	0.910617	0.539449	0.446602	3.051399	1.153269	1.211988	1.086816	0	3.213982	0.42352	0.293691	0.367874	0.38631	0	0.396062	0.434898	0	36.053498	0.385814	0	0.450061	1.948171	1.47224	0	0.454701	0.629157	2.007912	0.978157	0.652092	0	0	0	0	0.198426	0.169037	0	0	0	0.755939	0	0	1.009928	0.749882	0	0	0	0	0	0.252336	0	0	0.656388	0.317632	0	0.849052	0	0	0.520171	0	0	0.178396	0.391868	0.46449	0.571804	0	0	0	0.222124	0.37068	0.167367	0.346988	0.886721	1.343948	0.58126	0	0	1.352411
hsa-miR-34c-5p	2.514649	0	0	0.279161	0.62892	0.182063	0.476147	0.333016	0.571921	0.266715	0.35143	3.493026	3.734228	5.064847	3.301192	0.493086	0.414188	0.682304	0.138459	0.384207	0.751564	0.54637	1.438531	0	3.051398	2.050256	1.817982	0	0.434321	1.606992	0.564693	0.587382	0.367874	0.38631	0.67259	0.198031	0	0	96.394533	1.157442	0.185394	1.500203	0.974086	1.8403	0	0.454701	1.747656	0.602373	1.173788	0	0	0.246221	0	0.209508	0	0.169037	0.415198	0.146494	0	0	0	0.320655	0	0	0	0	0.446553	0	0	0	0.112034	0.10792	0.164097	0	0	0.849051	0	0	0	0.345052	0	0.178396	0.391868	0	0.428853	0	0	0.772425	0	0.24712	0.167367	0	0.886721	0.806369	0.348756	0.315527	0.402165	0.966008
hsa-miR-3605-3p	1.040544	1.669355	1.2565	3.629095	0.83856	2.366819	0.952292	2.664125	0.898733	2.400435	5.27145	0.436628	1.436242	0.311683	3.576291	0.986172	1.863846	0.682304	0.138459	1.536828	2.442583	2.549727	1.618347	0.223301	2.615486	1.025128	1.817982	1.358519	2.171603	0.937412	4.094025	3.524292	1.83937	4.249405	3.362951	1.188188	3.914078	1.839026	1.727115	1.92907	1.853942	0.600082	0.974086	2.20836	2.455017	3.031335	0.908782	2.811076	3.325734	1.304185	1.809295	1.846658	2.498827	2.723602	1.388984	1.352294	1.868392	1.757928	1.251222	2.456801	1.373676	1.282619	3.198106	1.499766	1.083966	3.550235	2.456043	2.11964	1.980173	3.280371	3.13696	1.942553	2.789649	1.11171	0.974229	3.113192	1.772773	3.345365	1.733903	1.035156	2.464072	2.497547	3.134947	1.85796	3.00197	3.92196	2.970091	4.634544	2.665484	3.088998	3.179972	1.214458	2.069016	1.612739	2.906306	1.419869	3.217317	3.477629
hsa-miR-3605-5p	0	0	0	0	0	0	0	0.333016	0.163406	0.266715	0	0.218314	0.287248	0.467523	0	0	0.414188	0	0	0	0	0	0.359632	0	0	0.384423	0.403996	0.271704	0	0.267832	0.564693	0.293691	0	0.38631	0	0.198031	0.434898	0	0.431779	0	0	0	0	0.36806	0	0.151567	0.209719	0.200791	0	0.217364	0.201033	0	0.156177	0.419016	0	0.676147	0	0	0	0.188985	0	0	0	0	0	0.22189	0	0	0.396035	0	0.78424	0.32376	0	0	0	0	0.805807	0	0	0.345052	0.189544	0.535188	0.195934	0.46449	0.142951	0.301689	0	0.257475	0	0.12356	0.334734	0	0.295574	0	0	0	0.201082	0.193202
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12356	0	0	0	0	0	0	0	0
hsa-miR-3607-3p	17.515831	11.268144	12.385501	9.77064	409.636647	365.218265	10.237155	22.645071	7.680075	171.497763	171.146405	123.347523	24.703357	6.389498	755.697993	14.299499	12.425644	28.656784	7.615232	25.741855	462.399554	566.767875	12.766957	14.514566	83.986115	9.738716	11.715886	579.815841	263.198247	74.323338	57.881038	61.381422	70.263934	124.777974	69.276808	36.437756	56.971583	35.554516	37.025003	15.818372	126.068054	408.355531	47.080825	31.653163	233.226578	37.740126	23.069065	48.792267	63.971485	711.432652	392.817984	477.915028	489.145409	341.078698	385.740766	476.514545	680.094872	429.227488	164.883193	181.614285	42.927385	401.780151	509.004186	33.244782	402.151409	256.72631	377.783985	444.841993	442.370634	512.494803	440.966948	251.236677	347.721524	36.686418	328.315087	497.827695	276.875138	231.875645	50.803368	62.971967	71.07901	141.289779	68.185114	87.788625	70.474795	82.964538	40.591257	53.297239	73.522887	427.022994	261.929205	58.467507	79.5093	216.106816	64.287476	84.245584	90.285969	77.667015
hsa-miR-3607-5p	0	0.139113	0.1795	0	2.72532	1.092378	0	0	0.081703	1.06686	1.75715	0.873257	0.287248	0	1.650595	0.328724	0	0.511728	0	0	1.127346	0.546369	0	0	0.435914	0	0	2.173631	0.434321	0	0.282346	0	0.551811	1.15893	0	0.396062	0	0	0.323834	0	0.185394	1.350184	0	0	0.54556	0	0.209719	0.803164	0.195631	3.477824	0.603098	1.600439	2.030297	0.628523	2.182689	2.704588	4.774781	1.025458	0.834149	0.944924	0	1.282619	2.52482	0	1.324848	0.665669	2.902597	1.271784	0.79207	2.271026	0.896274	0.755438	1.148679	0	1.113406	1.981122	1.772773	0.209085	0.17339	0.172526	0.758176	0.89198	0	0.232245	0.142951	0.905068	0.33001	0	0.222124	1.48272	1.67367	0.346988	0	0.53758	0.232504	0.788816	0.201082	1.352412
hsa-miR-3609	0.346848	0	0	0	0.83856	0.546189	0	0	0	0.53343	0.35143	0	0	0	0.825298	0	0	0.170576	0	0.384207	0.563673	0.54637	0	0	0	0	0	0.543408	0.868642	0.133916	0	0	0.183937	0.772619	0	0.198031	0	0	0	0	0.926971	0.450061	0	0	0	0	0	0	0	0.652092	0	0.123111	0.156177	0.628524	0.198426	0.676147	0.830396	0.439482	0.139025	0.188985	0	0.961964	0.336642	0	0.602203	0.22189	0	0.141309	0	0.252336	0.112034	0.215839	0.328194	0.158816	0.278351	0	0	0	0	0	0.568632	0.178396	0.195934	0.232245	0	0	0	0	0	0	0.167367	0	0	0.26879	0.116252	0	0	0
hsa-miR-361-3p	130.675042	178.481776	70.184508	367.096946	91.403058	184.247698	412.343154	334.014794	122.145873	135.224519	266.383929	258.484015	164.018811	222.074017	159.557638	194.44032	182.035704	100.128173	81.136825	141.772307	303.443838	330.189639	347.584913	103.388369	182.648005	56.125761	163.416415	155.142853	175.899817	158.824284	220.371472	334.514068	148.805034	197.983621	304.010856	201.595855	379.665583	451.787606	181.023103	127.318597	304.23188	51.156955	270.795923	345.240318	97.655104	128.831743	283.679595	342.951432	373.069214	112.594595	132.882645	88.516464	99.172202	160.692483	171.241915	126.777549	132.655867	99.02996	106.214803	516.495151	212.576419	121.20742	388.149358	235.712995	88.644338	145.115821	176.835055	133.537385	116.830206	337.373486	131.752318	121.5174	174.763295	191.849298	131.799233	125.659745	118.77589	87.188589	189.68903	200.820189	176.086404	320.042755	224.932511	195.085833	174.54305	217.819636	172.265346	170.963105	177.032434	257.993058	102.930646	157.706128	265.129529	164.096031	270.751427	161.076297	166.496181	234.160231
hsa-miR-361-5p	214.785719	303.54422	201.040022	1017.542488	285.320102	265.811894	292.116079	596.431203	238.32743	436.612505	623.085366	434.226951	269.438957	311.838673	281.426666	193.289786	237.744016	358.380387	229.841516	386.512038	303.068053	261.71126	183.952077	453.747661	346.261093	254.10362	368.646428	677.629189	761.79821	365.322633	595.327673	308.96295	240.773536	379.355929	378.668392	245.954865	122.641117	475.848212	237.47813	277.014403	196.332457	212.72893	326.96822	222.676326	341.792866	238.717636	151.347048	377.085942	300.881201	293.658881	249.481637	232.555766	259.253313	241.352985	291.488265	315.591576	226.698291	284.198406	268.178478	474.16258	320.066595	274.159639	213.768291	162.724453	248.469108	258.501425	354.786494	260.857153	293.065592	225.840891	286.583703	307.462756	280.113562	221.071373	271.392289	311.885232	278.00327	239.820887	247.948185	244.814303	373.40174	361.430672	308.596436	346.04511	334.076251	275.743971	206.2564	265.713736	293.425148	254.162703	263.435504	242.544742	157.836306	279.406755	305.627095	243.586489	282.520696	192.428704
hsa-miR-3610	1.73424	0.139113	0	0	0.20964	1.274441	3.809173	1.332064	0.81703	0	0	1.528198	0.574496	1.324651	3.30119	0	1.242564	0	0.138459	0.768414	0	0.546369	1.258712	1.339806	0.290609	0.512564	1.413986	0.543408	1.302962	0.937412	0.282346	1.174764	0.735748	0	0	0	0	0.459756	0.323835	0.385814	0.556182	1.050141	1.94817	0.36806	2.182237	0.303134	0	1.80712	0.391263	0.869456	0.603099	0.123111	0.312354	0.628524	0.198426	0.676148	0.622797	0	0.139025	0.944923	0	0	0.168321	0.499922	0.481764	0.22189	0.223277	0.141309	0.79207	0.757008	0.224068	0.32376	1.312776	0	0	0	0.161161	0.418171	0.17339	0.172526	0.568632	0.178396	0.391868	0	0.142951	0.301689	0.66002	0	0	0.6178	0.167367	0.693976	0.295574	0.940765	0.348756	0.157763	0.201082	0.193202
hsa-miR-3611	0	0	0.1795	0	0.41928	0.364126	0	0.999047	0	0.53343	0.70286	0	0	0.077921	0	0	0	0	0	0	0	0	0	0	0.29061	0	0	0.271704	0	0.133916	0	0	0.183937	0	1.34518	0	0	0.153252	0.107945	0.385814	0	0	0	0	0	0	0	0	0	0.434728	0.201033	0.369332	0.312354	0	0	0	0	0	0	0	0	0	0	0	0.240881	0.22189	0	0	0	0	0	0	0.656388	0	0.278352	0.283017	0	0.209085	0	0.172526	0.189544	0	0	0	0.428853	0	0	0	0.222124	0.24712	0.167367	0.346988	0	0	0.232504	0	0	0
